Round 1;Round 2;Round 3;Round 4;Round 5
176459.25365373824;184522.226652786;181233.87962548196;177493.39956640697;176072.9456644835
176459.25365373824;184522.226652786;181233.87962548196;177493.39956640697;176072.9456644835
176459.25365373824;184522.226652786;181233.87962548196;177493.39956640697;176072.9456644835
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;176072.9456644835
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;176072.9456644835
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
176459.25365373824;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;181233.87962548196;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;183307.3584817837;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179730.63458670466;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182514.6657665192;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;177493.39956640697;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
156362.86317644097;182039.9622172752;179669.61356608465;175787.46074462688;160034.5777893051
